DB Class Key,Mouse_symbol,Human_symbol
41952710,Pramel18,PRAMEF26
41952710,Pramel18,PRAMEF27
41952710,Pramel18,PRAMEF33
41952710,Pramel18,PRAMEF4
41952710,Pramel18,PRAMEF5
41952710,Pramel18,PRAMEF6
41952710,Pramel18,PRAMEF7
41952710,Pramel18,PRAMEF8
41952710,Pramel18,PRAMEF9
41952711,E330014E10Rik,PRAMEF1
41952711,E330014E10Rik,PRAMEF10
41952711,E330014E10Rik,PRAMEF11
41952711,E330014E10Rik,PRAMEF12
41952711,E330014E10Rik,PRAMEF13
41952711,E330014E10Rik,PRAMEF15
41952711,E330014E10Rik,PRAMEF17
41952711,E330014E10Rik,PRAMEF18
41952711,E330014E10Rik,PRAMEF19
41952711,E330014E10Rik,PRAMEF2
41952711,E330014E10Rik,PRAMEF20
41952711,E330014E10Rik,PRAMEF25
41952711,E330014E10Rik,PRAMEF26
41952711,E330014E10Rik,PRAMEF27
41952711,E330014E10Rik,PRAMEF33
41952711,E330014E10Rik,PRAMEF4
41952711,E330014E10Rik,PRAMEF5
41952711,E330014E10Rik,PRAMEF6
41952711,E330014E10Rik,PRAMEF7
41952711,E330014E10Rik,PRAMEF8
41952711,E330014E10Rik,PRAMEF9
41952712,Pramel20,PRAMEF1
41952712,Pramel20,PRAMEF10
41952712,Pramel20,PRAMEF11
41952712,Pramel20,PRAMEF12
41952712,Pramel20,PRAMEF13
41952712,Pramel20,PRAMEF15
41952712,Pramel20,PRAMEF17
41952712,Pramel20,PRAMEF18
41952712,Pramel20,PRAMEF19
41952712,Pramel20,PRAMEF2
41952712,Pramel20,PRAMEF20
41952712,Pramel20,PRAMEF25
41952712,Pramel20,PRAMEF26
41952712,Pramel20,PRAMEF27
41952712,Pramel20,PRAMEF33
41952712,Pramel20,PRAMEF4
41952712,Pramel20,PRAMEF5
41952712,Pramel20,PRAMEF6
41952712,Pramel20,PRAMEF7
41952712,Pramel20,PRAMEF8
41952712,Pramel20,PRAMEF9
41952713,Gm13102,PRAMEF1
41952713,Gm13102,PRAMEF10
41952713,Gm13102,PRAMEF11
41952713,Gm13102,PRAMEF12
41952713,Gm13102,PRAMEF13
41952713,Gm13102,PRAMEF15
41952713,Gm13102,PRAMEF17
41952713,Gm13102,PRAMEF18
41952713,Gm13102,PRAMEF19
41952713,Gm13102,PRAMEF2
41952713,Gm13102,PRAMEF20
41952713,Gm13102,PRAMEF25
41952713,Gm13102,PRAMEF26
41952713,Gm13102,PRAMEF27
41952713,Gm13102,PRAMEF33
41952713,Gm13102,PRAMEF4
41952713,Gm13102,PRAMEF5
41952713,Gm13102,PRAMEF6
41952713,Gm13102,PRAMEF7
41952713,Gm13102,PRAMEF8
41952713,Gm13102,PRAMEF9
41952714,Pramel45,PRAMEF1
41952714,Pramel45,PRAMEF10
41952714,Pramel45,PRAMEF11
41952714,Pramel45,PRAMEF12
41952714,Pramel45,PRAMEF13
41952714,Pramel45,PRAMEF15
41952714,Pramel45,PRAMEF17
41952714,Pramel45,PRAMEF18
41952714,Pramel45,PRAMEF19
41952714,Pramel45,PRAMEF2
41952714,Pramel45,PRAMEF20
41952714,Pramel45,PRAMEF25
41952714,Pramel45,PRAMEF26
41952714,Pramel45,PRAMEF27
41952714,Pramel45,PRAMEF33
41952714,Pramel45,PRAMEF4
41952714,Pramel45,PRAMEF5
41952714,Pramel45,PRAMEF6
41952714,Pramel45,PRAMEF7
41952714,Pramel45,PRAMEF8
41952714,Pramel45,PRAMEF9
41952715,Pramel30,PRAMEF1
41952715,Pramel30,PRAMEF10
41952715,Pramel30,PRAMEF11
41952715,Pramel30,PRAMEF12
41952715,Pramel30,PRAMEF13
41952715,Pramel30,PRAMEF15
41952715,Pramel30,PRAMEF17
41952715,Pramel30,PRAMEF18
41952715,Pramel30,PRAMEF19
41952715,Pramel30,PRAMEF2
41952715,Pramel30,PRAMEF20
41952715,Pramel30,PRAMEF25
41952715,Pramel30,PRAMEF26
41952715,Pramel30,PRAMEF27
41952715,Pramel30,PRAMEF33
41952715,Pramel30,PRAMEF4
41952715,Pramel30,PRAMEF5
41952715,Pramel30,PRAMEF6
41952715,Pramel30,PRAMEF7
41952715,Pramel30,PRAMEF8
41952715,Pramel30,PRAMEF9
41952716,Pramel11,PRAMEF1
41952716,Pramel11,PRAMEF10
41952716,Pramel11,PRAMEF11
41952716,Pramel11,PRAMEF12
41952716,Pramel11,PRAMEF13
41952716,Pramel11,PRAMEF15
41952716,Pramel11,PRAMEF17
41952716,Pramel11,PRAMEF18
41952716,Pramel11,PRAMEF19
41952716,Pramel11,PRAMEF2
41952716,Pramel11,PRAMEF20
41952716,Pramel11,PRAMEF25
41952716,Pramel11,PRAMEF26
41952716,Pramel11,PRAMEF27
41952716,Pramel11,PRAMEF33
41952716,Pramel11,PRAMEF4
41952716,Pramel11,PRAMEF5
41952716,Pramel11,PRAMEF6
41952716,Pramel11,PRAMEF7
41952716,Pramel11,PRAMEF8
41952716,Pramel11,PRAMEF9
41952717,Pramel28,PRAMEF1
41952717,Pramel28,PRAMEF10
41952717,Pramel28,PRAMEF11
41952717,Pramel28,PRAMEF12
41952717,Pramel28,PRAMEF13
41952717,Pramel28,PRAMEF15
41952717,Pramel28,PRAMEF17
41952717,Pramel28,PRAMEF18
41952717,Pramel28,PRAMEF19
41952717,Pramel28,PRAMEF2
41952717,Pramel28,PRAMEF20
41952717,Pramel28,PRAMEF25
41952717,Pramel28,PRAMEF26
41952717,Pramel28,PRAMEF27
41952717,Pramel28,PRAMEF33
41952717,Pramel28,PRAMEF4
41952717,Pramel28,PRAMEF5
41952717,Pramel28,PRAMEF6
41952717,Pramel28,PRAMEF7
41952717,Pramel28,PRAMEF8
41952717,Pramel28,PRAMEF9
41952718,Gm6367,PRAMEF10
41952718,Gm6367,PRAMEF11
41952718,Gm6367,PRAMEF12
41952718,Gm6367,PRAMEF18
41952718,Gm6367,PRAMEF19
41952718,Gm6367,PRAMEF2
41952718,Gm6367,PRAMEF20
41952718,Gm6367,PRAMEF25
41952718,Gm6367,PRAMEF26
41952718,Gm6367,PRAMEF33
41952718,Gm6367,PRAMEF4
41952718,Gm6367,PRAMEF5
41952718,Gm6367,PRAMEF6
41952718,Gm6367,PRAMEF7
41952719,Gm6205,PRAMEF10
41952719,Gm6205,PRAMEF12
41952719,Gm6205,PRAMEF13
41952719,Gm6205,PRAMEF18
41952719,Gm6205,PRAMEF19
41952719,Gm6205,PRAMEF2
41952719,Gm6205,PRAMEF33
41952719,Gm6205,PRAMEF7
41952720,Pramel23,PRAMEF10
41952720,Pramel23,PRAMEF2
41952720,Pramel23,PRAMEF33
41952721,Pramel15,PRAMEF13
41952721,Pramel15,PRAMEF20
41952722,Pramel12,PRAMEF13
41952722,Pramel12,PRAMEF7
41952722,Pramel12,PRAMEF8
41952723,Prap1,PRAP1
41952724,Prh1,PRB1
41952724,Prh1,PRB2
41952724,Prh1,PRB3
41952724,Prh1,PRB4
41952725,Prpmp5,PRB1
41952725,Prpmp5,PRB2
41952725,Prpmp5,PRB3
41952725,Prpmp5,PRB4
41952725,Prpmp5,PRR4
41952726,Prp2,PRB1
41952726,Prp2,PRB2
41952726,Prp2,PRB3
41952726,Prp2,PRB4
41952727,Gm8882,PRB1
41952727,Gm8882,PRB2
41952727,Gm8882,PRB3
41952727,Gm8882,PRB4
41952727,Gm8882,PRR4
41952728,Prb1,PRB2
41952728,Prb1,PRR4
41952729,Prcd,PRCD
41952730,Prdm16os,PRDM16-DT
41952731,Prelid2,PRELID2
41952732,Prg2,PRG2
41952733,Prg3,PRG3
41952734,Prickle4,PRICKLE4
41952735,Prkar2b,PRKAR2B
41952736,Prm1,PRM1
41952737,Prm2,PRM2
41952738,Prm3,PRM3
41952739,Prnd,PRND
41952740,Prn,PRND
41952741,Procr,PROCR
41952742,Proser2,PROSER2
41952743,Prpf40b,PRPF40B
41952744,Prps2,PRPS2
41952745,Prr19,PRR19
41952746,Prr22,PRR22
41952747,7420426K07Rik,PRR23A
41952747,7420426K07Rik,PRR23B
41952747,7420426K07Rik,PRR23C
41952748,Prr23a2,PRR23A
41952748,Prr23a2,PRR23B
41952748,Prr23a2,PRR23C
41952749,Prr23a3,PRR23A
41952749,Prr23a3,PRR23B
41952749,Prr23a3,PRR23C
41952750,Prr23a1,PRR23A
41952750,Prr23a1,PRR23B
41952750,Prr23a1,PRR23C
41952751,Prr27,PRR27
41952752,Prr29,PRR29
41952753,Prr3,PRR3
41952754,Prr30,PRR30
41952755,Prr32,PRR32
41952756,Prr7,PRR7
41952757,Prr9,PRR9
41952758,Prrg3,PRRG3
41952759,Gm13420,PRRT1B
41952760,Prrx2,PRRX2
41952761,Prss29,PRSS29P
41952762,Prss33,PRSS33
41952763,Prss37,PRSS37
41952764,Prss38,PRSS38
41952765,Prss40,PRSS40A
41952765,Prss40,PRSS40B
41952766,Prss42,PRSS42P
41952767,Prss43,PRSS43P
41952768,Prss44,PRSS44P
41952769,Prss45,PRSS45P
41952770,Prss46,PRSS46P
41952771,Prss47,PRSS47P
41952772,Prss48,PRSS48
41952773,Prss50,PRSS50
41952774,Prss51,PRSS51
41952775,Prss52,PRSS52P
41952776,Prss54,PRSS54
41952777,Prss55,PRSS55
41952778,Prss57,PRSS57
41952779,Prss58,PRSS58
41952780,Prss59,PRSS59P
41952781,Prtn3,PRTN3
41952782,Psca,PSCA
41952783,Psd4,PSD4
41952784,Psors1c2,PSORS1C2
41952785,Pspn,PSPN
41952786,Psrc1,PSRC1
41952787,Pstk,PSTK
41952788,Ptcra,PTCRA
41952789,Ptgdr,PTGDR
41952790,Ptgdr2,PTGDR2
41952791,Ptges3-ps,PTGES3
41952792,Zadh2,PTGR3
41952793,Ptms,PTMS
41952794,Ptpn14,PTPN14
41952795,Ptpn7,PTPN7
41952796,Ptprcap,PTPRCAP
41952797,Ptprh,PTPRH
41952798,4933423P22Rik,PTPRJ-AS1
41952799,Ptprv,PTPRVP
41952800,Pttg1ip2,PTTG1IP2
41952801,Pum3,PUM3
41952802,Pvrig,PVRIG
41952803,Pvt1,PVT1
41952804,Pxdn,PXDN
41952805,Pxt1,PXT1
41952806,Qprt,QPRT
41952807,Qrfp,QRFP
41952808,Qrich2,QRICH2
41952809,R3hdm2,R3HDM2
41952810,Gm17251,RAB11B-AS1
41952811,Rab11fip2,RAB11FIP2
41952812,Rab17,RAB17
41952813,Rab26,RAB26
41952814,Rab29,RAB29
41952815,Rab2b,RAB2B
41952816,Rab37,RAB37
41952817,Rab39,RAB39A
41952818,Rab7b,RAB7B
41952819,Rabgap1,RABGAP1
41952820,Rad51ap2,RAD51AP2
41952821,Rai1,RAI1
41952822,Gm10767,RAMAC
41952822,Gm10767,RAMACL
41952823,Ramac,RAMAC
41952823,Ramac,RAMACL
41952824,Ramp3,RAMP3
41952825,Ranbp17,RANBP17
41952826,Ranbp3l,RANBP3L
41952827,Rarb,RARB
41952828,Rasal1,RASAL1
41952829,Rasgef1a,RASGEF1A
41952830,Rasgef1c,RASGEF1C
41952831,Rasgrp1,RASGRP1
41952832,Rbak,RBAK
41952833,Rbm3-ps,RBM3
41952834,Rbm6,RBM6
41952835,Rbmy,RBMY1B
41952836,Gm21704,RBMY1B
41952837,Gm21693,RBMY1B
41952838,Gm10352,RBMY1B
41952839,Gm21677,RBMY1B
41952840,Gm21708,RBMY1B
41952841,Gm3376,RBMY1B
41952842,Gm4064,RBMY1B
41952843,Gm10256,RBMY1B
41952844,Rbsn,RBSN
41952845,Rbx1-ps,RBX1
41952846,Rdh7,RDH16
41952847,Rdh16,RDH16
41952848,Rdh19,RDH16
41952849,Rdh1,RDH16
41952850,Rdh16f2,RDH16
41952851,Rdh9,RDH16
41952852,Rdx,RDX
41952853,Reep4,REEP4
41952854,Reg2,REG1A
41952854,Reg2,REG1B
41952855,Reg3a,REG3A
41952856,Reg3b,REG3A
41952856,Reg3b,REG3G
41952857,Reno1,RENO1
41952858,Repin1,REPIN1
41952859,Resf1,RESF1
41952860,Resp18,RESP18
41952861,Retn,RETN
41952862,Retnla,RETNLB
41952863,Retnlg,RETNLB
41952864,Retnlb,RETNLB
41952865,Rexo5,REXO5
41952866,Rfpl4b,RFPL4B
41952867,Rfx8,RFX8
41952868,Rgs10,RGS10
41952869,Rgs22,RGS22
41952870,Rgsl1,RGSL1
41952871,Rhbdf2,RHBDF2
41952872,Rhob,RHOB
41952873,Rhox13,RHOXF1
41952874,Rhox6,RHOXF2
41952874,Rhox6,RHOXF2B
41952875,Rimbp3,RIMBP3
41952875,Rimbp3,RIMBP3B
41952875,Rimbp3,RIMBP3C
41952876,Ring1,RING1
41952877,Rita1,RITA1
41952878,Rln1,RLN1
41952878,Rln1,RLN2
41952879,Rmdn2,RMDN2
41952880,Rmnd5a,RMND5A
41952881,Rmrp,RMRP
41952882,Rn7sk,RN7SK
41952883,Rnase10,RNASE10
41952884,Rnase11,RNASE11
41952885,Rnase12,RNASE12
41952886,Rnase13,RNASE13
41952887,Ear1,RNASE2
41952887,Ear1,RNASE3
41952888,Ear10,RNASE2
41952888,Ear10,RNASE3
41952889,Ear6,RNASE2
41952889,Ear6,RNASE3
41952890,Rnase2a,RNASE2
41952890,Rnase2a,RNASE3
41952891,Ear3,RNASE2
41952891,Ear3,RNASE3
41952892,Ear14,RNASE2
41952892,Ear14,RNASE3
41952893,Ear2,RNASE2
41952893,Ear2,RNASE3
41952894,Rnase2b,RNASE2
41952894,Rnase2b,RNASE3
41952895,Ear4,RNASE2
41952895,Ear4,RNASE3
41952896,Rnase9,RNASE9
41952897,Rnasel,RNASEL
41952898,Rnf112,RNF112
41952899,Rnf123,RNF123
41952900,Rnf125,RNF125
41952901,Rnf135,RNF135
41952902,Rnf138rt1,RNF138
41952903,Rnf138,RNF138
41952904,Rnf149,RNF149
41952905,Rnf166,RNF166
41952906,Rnf186,RNF186
41952907,Rnf187,RNF187
41952908,Rnf222,RNF222
41952909,Rnf223,RNF223
41952910,Rnf31,RNF31
41952911,Rnf39,RNF39
41952912,Rnf43,RNF43
41952913,Rnu11,RNU11
41952914,Rny1,RNY1
41952915,Ropn1,ROPN1
41952915,Ropn1,ROPN1B
41952916,Rp1,RP1
41952917,Rph3al,RPH3AL
41952918,Rpl13-ps6,RPL13
41952919,Rpl17-ps8,RPL17
41952920,Gm10362,RPL17-C18orf32
41952921,Rpl32l,RPL32
41952922,Rpl34-ps2,RPL34
41952923,Rpl36-ps12,RPL36
41952924,Rpl37rt,RPL37
41952925,Rpl37,RPL37
41952926,Rpl3l,RPL3L
41952927,Rpl6l,RPL6
41952928,Rpl9-ps6,RPL9
41952929,Rpl9-ps1,RPL9
41952930,Rpph1,RPPH1
41952931,Rprd1a,RPRD1A
41952932,Rptn,RPTN
41952933,Rpusd3,RPUSD3
41952934,Rsbn1,RSBN1
41952935,Rsbn1l,RSBN1L
41952936,Rsc1a1,RSC1A1
41952937,Rtl1,RTL1
41952938,Rtl3,RTL3
41952939,Rtl4,RTL4
41952940,Rtl5,RTL5
41952941,Rtl6,RTL6
41952942,Rtl8a,RTL8A
41952942,Rtl8a,RTL8B
41952942,Rtl8a,RTL8C
41952943,Rtl8b,RTL8A
41952943,Rtl8b,RTL8B
41952943,Rtl8b,RTL8C
41952944,Rtl8c,RTL8A
41952944,Rtl8c,RTL8B
41952944,Rtl8c,RTL8C
41952945,Rtl9,RTL9
41952946,Rtp1,RTP1
41952947,Rtp2,RTP2
41952948,Rtp3,RTP3
41952949,Rtp4,RTP4
41952950,Rufy4,RUFY4
41952951,Rwdd2a,RWDD2A
41952952,Rxfp4,RXFP4
41952953,Rybp-ps,RYBP
41952954,S100a11-ps,S100A11
41952955,S100a16,S100A16
41952956,S100a3,S100A3
41952957,S100a7a,S100A7
41952957,S100a7a,S100A7A
41952957,S100a7a,S100A7L2
41952958,S100a8,S100A8
41952959,S100a9,S100A9
41952960,S100g,S100G
41952961,S100pbp,S100PBP
41952962,Saa4,SAA2-SAA4
41952962,Saa4,SAA4
41952963,Samd15,SAMD15
41952964,Samd4b,SAMD4B
41952965,Samd5,SAMD5
41952966,Sap18b,SAP18
41952967,Sap25,SAP25
41952968,Sap30,SAP30
41952969,Sapcd1,SAPCD1
41952970,Satl1,SATL1
41952971,Saxo1,SAXO1
41952972,Sbk3,SBK3
41952973,Sbsn,SBSN
41952974,Sbspon,SBSPON
41952975,Scand1,SCAND1
41952976,Scart1,SCART1
41952977,Scgb1a1,SCGB1A1
41952978,Scgb1c1,SCGB1C1
41952978,Scgb1c1,SCGB1C2
41952979,Scgb2a2,SCGB2A1
41952979,Scgb2a2,SCGB2A2
41952980,Scgb3a1,SCGB3A1
41952981,Scgb3a2,SCGB3A2
41952982,Scimp,SCIMP
41952983,Scn11a,SCN11A
41952984,Scnn1a,SCNN1A
41952985,Scnn1b,SCNN1B
41952986,Scnn1g,SCNN1G
41952987,Scrg1,SCRG1
41952988,Scrn1,SCRN1
41952989,Sct,SCT
41952990,Sctr,SCTR
41952991,Sdc1,SDC1
41952992,Sdr9c7,SDR9C7
41952993,Sec11c,SEC11C
41952994,Sec14l5,SEC14L5
41952995,Sec61a2,SEC61A2
41952996,Gm4184,SEC61G
41952997,Gm11575,SEC61G
41952998,Gm12881,SEC61G
41952999,Sectm1b,SECTM1
41953000,Sectm1a,SECTM1
41953001,Sel1l2,SEL1L2
41953002,Selenov,SELENOV
41953003,Sell,SELL
41953004,Svs3b,SEMG1
41953004,Svs3b,SEMG2
41953005,Svs3a,SEMG1
41953005,Svs3a,SEMG2
41953006,Semg1,SEMG1
41953006,Semg1,SEMG2
41953007,Septin1,SEPTIN1
41953008,Septin11,SEPTIN11
41953009,Serf1,SERF1A
41953009,Serf1,SERF1B
41953010,Serpinb10,SERPINB10
41953011,Serpinb11,SERPINB11
41953012,Serpinb12,SERPINB12
41953013,Serpinb13,SERPINB13
41953014,Serpinb2,SERPINB2
41953015,Serpinb3a,SERPINB3
41953015,Serpinb3a,SERPINB4
41953016,Serpinb3b,SERPINB3
41953016,Serpinb3b,SERPINB4
41953017,Serpinb3d,SERPINB3
41953017,Serpinb3d,SERPINB4
41953018,Serpinb3c,SERPINB3
41953018,Serpinb3c,SERPINB4
41953019,Serpinb5,SERPINB5
41953020,Serpinb7,SERPINB7
41953021,Serpini2,SERPINI2
41953022,1700086L19Rik,LINC00643
41953023,Sertm1,SERTM1
41953024,A730046J19Rik,SERTM2
41953025,Sez6l,SEZ6L
41953026,Sfrp4,SFRP4
41953027,Sfta2,SFTA2
41953028,Sftpa1,SFTPA1
41953028,Sftpa1,SFTPA2
41953029,Sftpc,SFTPC
41953030,Sgcz,SGCZ
41953031,2700046G09Rik,SGMS1-AS1
41953032,Sh2b2,SH2B2
41953033,Sh3rf3,SH3RF3
41953034,Sh3tc1,SH3TC1
41953035,Shb,SHB
41953036,Shc4,SHC4
41953037,Shcbp1l,SHCBP1L
41953038,Shisa6,SHISA6
41953039,Shisal2a,SHISAL2A
41953040,Shisal2b,SHISAL2B
41953041,Shld1,SHLD1
41953042,Shoc1,SHOC1
41953043,Siah3,SIAH3
41953044,Sidt1,SIDT1
41953045,Siglec1,SIGLEC1
41953046,Siglece,SIGLEC12
41953046,Siglece,SIGLEC7
41953046,Siglece,SIGLEC8
41953046,Siglece,SIGLEC9
41953047,Siglecl1,SIGLECL1
41953048,Gm9866,SILC1
41953049,Sim2,SIM2
41953050,Sirpb1c,SIRPB1
41953050,Sirpb1c,SIRPG
41953051,Sirpb1b,SIRPB1
41953051,Sirpb1b,SIRPG
41953052,Sirpb1a,SIRPB1
41953052,Sirpb1a,SIRPG
41953053,Gm9733,SIRPD
41953054,Sit1,SIT1
41953055,Slamf1,SLAMF1
41953056,Slamf8,SLAMF8
41953057,Slc10a5,SLC10A5
41953058,Slc10a6,SLC10A6
41953059,Slc15a3,SLC15A3
41953060,Slc16a14,SLC16A14
41953061,Slc18a1,SLC18A1
41953062,Slc22a29,SLC22A10
41953062,Slc22a29,SLC22A25
41953062,Slc22a29,SLC22A9
41953063,Slc22a27,SLC22A10
41953063,Slc22a27,SLC22A25
41953063,Slc22a27,SLC22A9
41953064,Slc22a28,SLC22A10
41953064,Slc22a28,SLC22A25
41953064,Slc22a28,SLC22A9
41953065,Slc22a19,SLC22A10
41953065,Slc22a19,SLC22A24
41953065,Slc22a19,SLC22A25
41953065,Slc22a19,SLC22A9
41953066,Slc22a12,SLC22A12
41953067,Slc22a26,SLC22A25
41953067,Slc22a26,SLC22A9
41953068,Slc25a13,SLC25A13
41953069,Slc25a31,SLC25A31
41953070,Slc25a45,SLC25A45
41953071,Slc25a53,SLC25A53
41953072,Slc26a7,SLC26A7
41953073,Slc26a8,SLC26A8
41953074,Slc26a9,SLC26A9
41953075,Slc27a3,SLC27A3
41953076,Slc28a3,SLC28A3
41953077,Slc2a4,SLC2A4
41953078,Slc2a7,SLC2A7
41953079,Slc30a3,SLC30A3
41953080,Slc34a3,SLC34A3
41953081,Slc35d3,SLC35D3
41953082,Slc35f5,SLC35F5
41953083,Slc35g3,SLC35G3
41953083,Slc35g3,SLC35G4
41953083,Slc35g3,SLC35G5
41953083,Slc35g3,SLC35G6
41953084,Slc38a1,SLC38A1
41953085,Slc39a12,SLC39A12
41953086,Slc41a3,SLC41A3
41953087,Slc46a2,SLC46A2
41953088,Slc4a9,SLC4A9
41953089,Slc51b,SLC51B
41953090,Slc66a2,SLC66A2
41953091,Slc6a20a,SLC6A20
41953092,Slc6a20b,SLC6A20
41953093,Slc6a7,SLC6A7
41953094,Slc7a13,SLC7A13
41953095,Slc9a3r2,SLC9A3R2
41953096,Slc9a9,SLC9A9
41953097,Slc9c1,SLC9C1
41953098,Slco1a5,SLCO1A2
41953099,Slco1a4,SLCO1A2
41953100,Gm5724,SLCO1A2
41953101,Slco1a6,SLCO1A2
41953102,Gm6614,SLCO1A2
41953103,Slco4c1,SLCO4C1
41953104,Slco6b1,SLCO6A1
41953105,Slco6d1,SLCO6A1
41953106,Slco6c1,SLCO6A1
41953107,Slfn9,SLFN11
41953107,Slfn9,SLFN13
41953108,Slfn8,SLFN11
41953108,Slfn8,SLFN13
41953109,Slfn2,SLFN12
41953109,Slfn2,SLFN12L
41953110,Slfn4,SLFN12
41953110,Slfn4,SLFN12L
41953111,Slfn3,SLFN12
41953111,Slfn3,SLFN12L
41953112,Slfn1,SLFN12
41953112,Slfn1,SLFN12L
41953113,Slfn14,SLFN14
41953114,Slfn5,SLFN5
41953115,Slfnl1,SLFNL1
41953116,Slitrk1,SLITRK1
41953117,Sln,SLN
41953118,Slpi,SLPI
41953119,Slurp1,SLURP1
41953120,Slurp2,SLURP2
41953121,Smagp,SMAGP
41953122,Smbd1,SMBD1P
41953123,Smco1,SMCO1
41953124,Smco2,SMCO2
41953125,Smco3,SMCO3
41953126,Smcp,SMCP
41953127,Smim10l1,SMIM10
41953127,Smim10l1,SMIM10L1
41953128,Smim10l2a,SMIM10L2A
41953128,Smim10l2a,SMIM10L2B
41953129,Smim11,SMIM11
41953130,Smim17,SMIM17
41953131,Smim23,SMIM23
41953132,Smim27,SMIM27
41953133,Smim3,SMIM3
41953134,Smim30,SMIM30
41953135,Smim31,SMIM31
41953136,Smim32,SMIM32
41953137,Smim33,SMIM33
41953138,Smim34,SMIM34
41953139,Smim35,SMIM35
41953140,Smim38,SMIM38
41953141,Smim4,SMIM4
41953142,Smim40,SMIM40
41953143,Smim40-ps,SMIM40
41953144,Smim41,SMIM41
41953145,Smim45,SMIM45
41953146,Smim6,SMIM6
41953147,Smim9,SMIM9
41953148,Smlr1,SMLR1
41953149,Smr3a,SMR3A
41953150,Smr2,SMR3B
41953151,Smr2l,SMR3B
41953152,Sms-ps,SMS
41953153,Snca,SNCA
41953154,Snhg10,SNHG10
41953155,Snhg11,SNHG11
41953156,Snhg15,SNHG15
41953157,Snhg16,SNHG16
41953158,Snhg18,SNHG18
41953159,Snhg20,SNHG20
41953160,Snhg3,SNHG3
41953161,Snhg5,SNHG5
41953162,Snhg6,SNHG6
41953163,Snhg7,SNHG7
41953164,Snhg8,SNHG8
41953165,Snhg9,SNHG9
41953166,Snora62,SNORA62
41953167,Snora64,SNORA64
41953168,Snord123,SNORD123
41953169,Snord32a,SNORD32A
41953170,Snord33,SNORD33
41953171,Snord34,SNORD34
41953172,Snord35b,SNORD35B
41953173,Snord61,SNORD61
41953174,Snord82,SNORD82
41953175,Snrpert,SNRPE
41953176,Sntn,SNTN
41953177,Snurf,SNURF
41953178,Snx31,SNX31
41953179,Snx32,SNX32
41953180,Sohlh1,SOHLH1
41953181,Sorbs1,SORBS1
41953182,Sowahb,SOWAHB
41953183,Sox1ot,SOX1-OT
41953184,Sox16,SOX15
41953185,Gm4675,SOX21-AS1
41953186,Sox30,SOX30
41953187,Gm15753,SP110
41953188,Gm16026,SP110
41953189,A530032D15Rik,SP140
41953190,Spaar,SPAAR
41953191,Spaca1,SPACA1
41953192,Spaca6,SPACA6
41953193,Spaca7,SPACA7
41953194,Spag11b,SPAG11B
41953195,Spag16,SPAG16
41953196,Spag4,SPAG4
41953197,Spata16,SPATA16
41953198,Spata19,SPATA19
41953199,Spata21,SPATA21
41953200,Spata22,SPATA22
41953201,Spata24,SPATA24
41953202,Spata25,SPATA25
41953203,Spata3,SPATA3
41953204,Spata31,SPATA31A1
41953204,Spata31,SPATA31A3
41953204,Spata31,SPATA31A5
41953204,Spata31,SPATA31A6
41953204,Spata31,SPATA31A7
41953204,Spata31,SPATA31C1
41953204,Spata31,SPATA31C2
41953205,Spata31d1b,SPATA31D1
41953206,Spata31d1d,SPATA31D1
41953207,Spata31d1a,SPATA31D1
41953207,Spata31d1a,SPATA31D3
41953207,Spata31d1a,SPATA31D4
41953208,1700014D04Rik,SPATA31D1
41953209,Spata31d1c,SPATA31D3
41953209,Spata31d1c,SPATA31D4
41953210,Gm30302,SPATA31E1
41953211,Spata32,SPATA32
41953212,Spata33,SPATA33
41953213,Spata48,SPATA48
41953214,Spata9,SPATA9
41953215,Spatc1,SPATC1
41953216,Spatc1l,SPATC1L
41953217,Spats1,SPATS1
41953218,Spdef,SPDEF
41953219,Spdye4b,SPDYE1
41953219,Spdye4b,SPDYE11
41953219,Spdye4b,SPDYE13
41953219,Spdye4b,SPDYE14
41953219,Spdye4b,SPDYE18
41953219,Spdye4b,SPDYE21
41953219,Spdye4b,SPDYE4
41953219,Spdye4b,SPDYE5
41953219,Spdye4b,SPDYE7P
41953219,Spdye4b,SPDYE8
41953219,Spdye4b,SPDYE9
41953220,Spdye4a,SPDYE1
41953220,Spdye4a,SPDYE11
41953220,Spdye4a,SPDYE13
41953220,Spdye4a,SPDYE14
41953220,Spdye4a,SPDYE21
41953220,Spdye4a,SPDYE4
41953220,Spdye4a,SPDYE5
41953220,Spdye4a,SPDYE7P
41953220,Spdye4a,SPDYE8
41953220,Spdye4a,SPDYE9
41953221,Spem1,SPEM1
41953222,Spem2,SPEM2
41953223,Spem3,SPEM3
41953224,Spesp1,SPESP1
41953225,Sphk1,SPHK1
41953226,Spib,SPIB
41953227,Spin1,SPIN1
41953228,Gm5923,SPIN2A
41953228,Gm5923,SPIN2B
41953229,Spin2-ps3,SPIN2A
41953229,Spin2-ps3,SPIN2B
41953230,Spin2c,SPIN2A
41953230,Spin2c,SPIN2B
41953231,Spin2-ps1,SPIN2A
41953231,Spin2-ps1,SPIN2B
41953232,Gm2854,SPIN2A
41953232,Gm2854,SPIN2B
41953233,Spin2d,SPIN2A
41953233,Spin2d,SPIN2B
41953234,Gm2892,SPIN2A
41953234,Gm2892,SPIN2B
41953235,Spin2-ps2,SPIN2A
41953235,Spin2-ps2,SPIN2B
41953236,Spin2-ps4,SPIN2A
41953236,Spin2-ps4,SPIN2B
41953237,Gm3757,SPIN2A
